ID,Section Merged,Topic,English Text Problem,English Text Solution,Section,Haochen Database ID
16167,Algebra,estimating-gradients-and-areas-under-graphs,"The curve is shown on the grid.

Write down the co-ordinates of the points where the gradient of the curve is zero.",,2-algebra,13f27cc3-766d-4f85-a460-543ac25910be
24544,Graphs and Equations,estimating-gradients-and-areas-under-graphs,"The curve is shown on the grid.

Write down the co-ordinates of the points where the gradient of the curve is zero.",,7-graphs-of-equations-and-functions,
19121,Probability,tree-diagrams,"Anna plays a game with an ordinary, fair dice.
If she rolls 1 she wins.If she rolls 2 or 3 she loses.If she rolls 4, 5 or 6 she rolls again.
When she has to roll again,
if she rolls an odd number she winsif she rolls an even number she loses.
Complete the tree diagram with the four missing probabilities.

","The probability of rolling a 1 is 
The probability of rolling a 2 or a 3 is 
The probability of rolling an even number (2, 4, or 6) is The probability of rolling an odd number (1, 3, or 5) is 
 
 and  (or ) [1] and  [1]


 ",5-probability,
15451,Algebra,rearranging-formulae,"Make  the subject of 
","Isolate the term involving f, the  term, by squaring both sides.

[1]
Multiply both sides by 3.

Isolate f by dividing both sides by e.

 [1]
Equivalent expressions allowed such as .",2-algebra,84344e15-5722-4e32-9bc8-7e5044edeb11
16585,Algebra,expanding-brackets,"Expand and simplify 
","Expand the first two brackets by multiplying all terms in the first bracket by all terms in the second bracket.

At least 3 out of 4 terms correct [1]
Simplify the first bracket by collecting the ""like"" terms.

Now there are two sets of brackets, expand these two brackets (multiply all the terms in the first bracket by all the terms in the second bracket). 

At least 3 out of 6 terms correct [1]
Simplify the expression by collecting the ""like"" terms.
 [1]",2-algebra,c6259c57-7390-46b1-904c-79489a0170ca
16430,Algebra,estimating-gradients-and-areas-under-graphs,Work out the average rate of decrease of the temperature of the water between  = 0 and  = 800.,,2-algebra,4a1626ef-e28e-4083-9700-e7d16de621e1
24543,Graphs and Equations,estimating-gradients-and-areas-under-graphs,Work out the average rate of decrease of the temperature of the water between  = 0 and  = 800.,,7-graphs-of-equations-and-functions,
20917,Geometry and Measures,circles-arcs-and-sectors,"The diagram shows a sector  of a circle, centre 

 is a chord of the circle.
Angle
The area of sector  is 
Work out the perimeter of the shaded segment.Give your answer correct to 3 significant figures.
......................
","Find an expression in terms of r for the area of the sector OAPB using the formula for the area of a sector .

Find an equation in terms of r by setting the area of the sector OAPB equal to .

[1]
Simplify and divide both sides by.

Use your calculator to find the value of r. 

[1]
Find the perimeter of the shaded segment APB by adding the length of the line segment AB  to the length of the arc APB.
Use the cosine rule with the triangle OAB to find the length of AB.
Cosine rule: .
Substitute the values into the formula.

[1]
Simplify the expression, type it in the calculator as one long expression. If you evaluate the expression bit by bit then remember to apply the order of operations (multiplication before subtraction).

Calculating the arc length APB using the formula for the arc length of a sector: , where  radius of the circle and  is the angle of the sector.

 [1]
Simplify.

Calculate the perimeter of the shaded segment by adding the arc length to the length AB.

[1]
Round the answer to a suitable degree of accuracy (e.g. 3 significant figures).
 [1]
",4-geometry-and-measures,
18243,Number and Operations,percentages,"Here are three spheres.

The volume of sphere Q is 50% more than the volume of sphere P.The volume of sphere R is 50% more than the volume of sphere Q.
Find the volume of sphere P as a fraction of the volume of sphere R.",,1-number,
23048,"Fractions, Decimals, and Percentages",percentages,"Here are three spheres.

The volume of sphere Q is 50% more than the volume of sphere P.The volume of sphere R is 50% more than the volume of sphere Q.
Find the volume of sphere P as a fraction of the volume of sphere R.",,2-fractions-decimals-and-percentages,
15311,Algebra,expanding-brackets,"
Work out the values of the integers and .
","Expand the first two brackets by multiplying everything in the first bracket by everything in the second bracket.

Simplify by completing the multiplications.

Simplify the terms inside the first bracket by collecting ""like"" terms.

Expand the two remaining brackets by multiplying all three terms inside the first bracket by each of the terms inside the second bracket.

Simplify by completing the multiplications.

Simplify by collecting ""like terms"".

Equate the expanded expression to the given result.

Compare the constant term on both sides.

Solve to find the values of .

 [1]
Compare the  term on both sides.

Substitute  into the equation and solve to find the value of .

 [1]
Compare the  term on both sides.

Substitute  into the equation and solve to find the value of .

 [1]",2-algebra,620a945c-1939-4ae8-bc0c-cb10a710beb2
23830,Approximation and Estimation,using-a-calculator,Calculate .,"Use the fraction button and square root button on your calculator to type the whole expression in in one go. 
80 [1]",4-approximation-and-estimation,
16771,Algebra,expanding-brackets," andare positive integers.
 is expanded and simplified.The answer is  where k is a positive integer.
Work out the smallest possible value of .
","Expand the double brackets by multiplying everything in the first bracket by everything in the second bracket.

Simplify.

Factorise the middle two terms.

Compare the constant term in the expanded expression to the constant term in the given answer.

Identify possible values for  and  by listing factor pairs of 40.
Factor pairs of 40: 
1,40-1, -402, 20-2, -204, 10-4, -105, 8-5, -8
 is the smallest possible positive integer.The smallest positive result is given by the factor pair with the smallest difference between them.This can be achieved with either of the last two factor pairs.
When  orWhen 
[1]
Write down the smallest possible positive integer value for 
 [1]",2-algebra,07dd1f15-c919-4bf6-8f56-99668ebb770a
21276,Geometry and Measures,vectors,"
is a straight line.


Express  in terms of and .Give your answer in its simplest form.","Find the vector  by finding a path from A to B.

[1]
AB : BC = 2 : 5 therefore AB is  of the length of AC.

Rearrange to find .

[1]
Find the vector  by finding a path from O to C.

[1]
Simplify.
 [1]
It is acceptable to write in factorised form: ",4-geometry-and-measures,
24709,Congruence and Similarity,vectors,"
is a straight line.


Express  in terms of and .Give your answer in its simplest form.","Find the vector  by finding a path from A to B.

[1]
AB : BC = 2 : 5 therefore AB is  of the length of AC.

Rearrange to find .

[1]
Find the vector  by finding a path from O to C.

[1]
Simplify.
 [1]
It is acceptable to write in factorised form: ",9-congruence-and-similarity,
22841,Statistics,scatter-graphs-and-correlation,What type of correlation is shown in the scatter diagram?,"As the distance increases, the average speed decreases.
The graph shows negative correlation. [1]
The type (positive or negative) of correlation must be stated and not just described. ",6-statistics,
15423,Algebra,real-life-graphs,"A toy car is placed on the floor of a sports hall.
It moves in a straight line starting from rest.It travels with constant acceleration for 4 seconds reaching a velocity of 5 m/s.It then slows down with constant deceleration of 1 m/s2 for 2 seconds.It then hits a wall and stops.
Draw a velocity-time graph for the toy car.

","We can draw the first section of the journey. ""Constant acceleration"" so we draw a straight line. We are told the toy car starts from rest, so the line starts at (0, 0). ""For 4 seconds reaching a velocity of 5 m/s"", so the line ends at (4, 5).

[1]
For the next stage of the journey, ""constant deceleration of 1 m/s2"" indicates a straight line with a gradient of -1. As this lasts for 2 seconds, continue the line from Time = 4 to Time = 6.

gradient of -1 for 2 seconds, from endpoint of first line [1]

fully correct graph [1]",2-algebra,424a2300-69f1-4fc4-9bec-9b3abea6adf2
