Section Merged,Lemma,Occurrences in Section Merged,Unique Topics in Section Merged,POS Tags
Number and Operations,course,9,1,NOUN
Number and Operations,cover,1,1,VERB
Number and Operations,credit,1,1,NOUN
Number and Operations,cube,5,2,NOUN
Number and Operations,cuboid,1,1,NOUN
Number and Operations,customer,1,1,NOUN
Number and Operations,cut,5,2,VERB
Number and Operations,cutlet,1,1,NOUN
Number and Operations,cycle,12,2,"NOUN, VERB"
Number and Operations,cylinder,1,1,NOUN
Number and Operations,d,1,1,PROPN
Number and Operations,d.,1,1,PROPN
Number and Operations,date,2,2,NOUN
Number and Operations,day,25,7,NOUN
Number and Operations,deal,1,1,NOUN
Number and Operations,decide,13,5,VERB
Number and Operations,decimal,62,5,"ADJ, NOUN"
Number and Operations,decision,1,1,NOUN
Number and Operations,decrease,21,3,"NOUN, VERB"
Number and Operations,deep,2,1,"ADJ, ADV"
Number and Operations,definitely,3,1,ADV
Number and Operations,degree,3,1,NOUN
Number and Operations,delivery,2,1,NOUN
Number and Operations,denominator,16,1,NOUN
Number and Operations,density,1,1,NOUN
Number and Operations,department,2,1,NOUN
Number and Operations,depend,1,1,VERB
Number and Operations,deposit,1,1,NOUN
Number and Operations,depreciate,3,2,VERB
Number and Operations,describe,2,1,VERB
Number and Operations,dessert,10,1,NOUN
Number and Operations,diagram,6,2,NOUN
Number and Operations,dial,2,1,NOUN
Number and Operations,diameter,1,1,NOUN
Number and Operations,difference,4,2,NOUN
Number and Operations,different,27,6,ADJ
Number and Operations,digit,23,3,NOUN
Number and Operations,dimension,2,1,NOUN
Number and Operations,diner,2,1,NOUN
Number and Operations,discount,1,1,NOUN
Number and Operations,dish,6,2,NOUN
Number and Operations,display,12,2,NOUN
Number and Operations,displayyou,1,1,VERB
Number and Operations,distance,3,1,NOUN
Number and Operations,divide,4,1,VERB
Number and Operations,do,6,5,VERB
Number and Operations,dollar,3,2,NOUN
Number and Operations,dollarsreceive,1,1,NOUN
Number and Operations,drink,6,2,"NOUN, VERB"
Number and Operations,drive,1,1,VERB
Number and Operations,earn,7,3,VERB
Number and Operations,earning,2,1,NOUN
Number and Operations,eastbound,1,1,ADJ
Number and Operations,electricians8,1,1,PROPN
Number and Operations,electricity,2,1,NOUN
Number and Operations,employ,1,1,VERB
Number and Operations,end,32,3,NOUN
Number and Operations,english,2,1,ADJ
Number and Operations,enough,8,4,"ADJ, ADV"
Number and Operations,equal,8,5,"ADJ, VERB"
Number and Operations,equation,1,1,NOUN
Number and Operations,equivalent,5,3,ADJ
Number and Operations,error,22,3,NOUN
Number and Operations,estimate,22,3,"NOUN, VERB"
Number and Operations,estimation,2,1,NOUN
Number and Operations,euro,2,1,NOUN
Number and Operations,evaluate,3,1,VERB
Number and Operations,even,9,1,"ADJ, ADV"
Number and Operations,evening,1,1,NOUN
Number and Operations,ever,1,1,ADV
Number and Operations,evidence,1,1,NOUN
Number and Operations,exact,2,1,ADJ
Number and Operations,exactly,8,4,ADV
Number and Operations,exam,1,1,NOUN
Number and Operations,examination,1,1,NOUN
Number and Operations,example,6,3,NOUN
Number and Operations,expand,1,1,VERB
Number and Operations,expect,11,3,VERB
Number and Operations,expected,1,1,ADJ
Number and Operations,expense,1,1,NOUN
Number and Operations,experiment,1,1,NOUN
Number and Operations,explain,13,4,VERB
Number and Operations,express,6,3,"NOUN, VERB"
Number and Operations,expression,2,1,NOUN
Number and Operations,fact,7,4,NOUN
Number and Operations,factor,49,2,NOUN
Number and Operations,factory,1,1,NOUN
Number and Operations,far,1,1,ADV
Number and Operations,faulty,2,1,ADJ
Number and Operations,fee,1,1,NOUN
Number and Operations,female,2,2,NOUN
Number and Operations,festival,1,1,NOUN
Number and Operations,figure,54,5,NOUN
Number and Operations,fill,2,2,VERB
Number and Operations,final,2,1,ADJ
Number and Operations,find,88,10,VERB
Number and Operations,first,23,5,"ADJ, ADV"
Number and Operations,fish,1,1,NOUN
Number and Operations,fit,2,1,VERB
Number and Operations,flash,6,1,"NOUN, VERB"
Number and Operations,floor,4,2,NOUN
Number and Operations,follow,9,6,VERB
Number and Operations,food,3,1,NOUN
Number and Operations,foot,2,1,NOUN
Number and Operations,football,1,1,NOUN
Number and Operations,force,3,2,NOUN
Number and Operations,form,104,8,"NOUN, VERB"
Number and Operations,form?circle,1,1,NOUN
Number and Operations,formula,9,3,NOUN
Number and Operations,fraction,32,5,NOUN
Number and Operations,free,1,1,ADJ
Number and Operations,free5,1,1,NOUN
Number and Operations,free7,1,1,NOUN
Number and Operations,fruit,2,1,NOUN
Number and Operations,full,7,4,ADJ
Number and Operations,fully,8,1,ADV
Number and Operations,future,1,1,ADJ
Number and Operations,g,6,2,"NOUN, PROPN"
Number and Operations,g.,7,2,"NOUN, PROPN"
Number and Operations,gallery,2,1,NOUN
Number and Operations,game,2,2,NOUN
Number and Operations,garden,5,2,NOUN
Number and Operations,get,29,6,VERB
Number and Operations,get?You,1,1,PROPN
Number and Operations,girl,6,3,NOUN
Number and Operations,give,153,10,VERB
Number and Operations,glass,1,1,NOUN
Number and Operations,gluten,1,1,NOUN
Number and Operations,go,20,5,VERB
Number and Operations,goat,1,1,NOUN
Number and Operations,gold,1,1,NOUN
Number and Operations,grain,5,1,NOUN
Number and Operations,gram,5,2,NOUN
Number and Operations,graph,2,1,NOUN
Number and Operations,great,11,7,ADJ
Number and Operations,green,1,1,ADJ
Number and Operations,guarantee,2,1,VERB
Number and Operations,h,3,2,"NOUN, PROPN"
Number and Operations,h.,1,1,PROPN
Number and Operations,h?You,1,1,VERB
Number and Operations,half,4,3,"ADJ, NOUN"
Number and Operations,handed,1,1,ADJ
Number and Operations,hat,2,1,NOUN
Number and Operations,have,78,8,VERB
Number and Operations,heating,1,1,NOUN
Number and Operations,hedge,3,1,NOUN
Number and Operations,height,10,3,"NOUN, VERB"
Number and Operations,help,5,2,VERB
Number and Operations,hepaid,1,1,PROPN
Number and Operations,here,19,7,ADV
Number and Operations,high,16,2,ADJ
Number and Operations,higher,1,1,ADV
Number and Operations,hockey,1,1,NOUN
Number and Operations,holiday,3,3,NOUN
Number and Operations,home,2,1,NOUN
Number and Operations,hospital,1,1,NOUN
Number and Operations,hour,13,5,NOUN
Number and Operations,house,16,3,NOUN
Number and Operations,human,2,1,ADJ
Number and Operations,i,3,1,PROPN
Number and Operations,identical,2,1,ADJ
Number and Operations,ii,20,7,PROPN
Number and Operations,iii,1,1,NOUN
Number and Operations,income,7,2,NOUN
Number and Operations,incorrect,3,1,ADJ
Number and Operations,increase,34,4,"NOUN, VERB"
Number and Operations,index,5,1,NOUN
Number and Operations,indicate,1,1,VERB
Number and Operations,inequality,1,1,NOUN
Number and Operations,information,14,5,NOUN
Number and Operations,insquare,1,1,ADJ
Number and Operations,installment,1,1,NOUN
Number and Operations,instrument,1,1,NOUN
Number and Operations,insurance,2,1,NOUN
Number and Operations,integer,40,4,NOUN
Number and Operations,interest,25,2,NOUN
Number and Operations,interval,16,1,NOUN
Number and Operations,invest,29,2,"NOUN, VERB"
Number and Operations,investment,6,1,NOUN
Number and Operations,item,1,1,NOUN
Number and Operations,job,1,1,NOUN
Number and Operations,joiners9,1,1,NOUN
Number and Operations,journey,2,1,NOUN
Number and Operations,juice,4,2,NOUN
Number and Operations,jumper,2,1,NOUN
Number and Operations,just,3,2,ADV
Number and Operations,k.,1,1,NOUN
Number and Operations,kVt,1,1,NOUN
Number and Operations,kg,15,3,NOUN
Number and Operations,kilogram,6,2,"NOUN, PROPN"
Number and Operations,kilometre,2,2,NOUN
Number and Operations,km,7,2,"NOUN, PROPN"
Number and Operations,know,7,3,VERB
Number and Operations,known,1,1,ADJ
Number and Operations,labourer,1,1,NOUN
Number and Operations,labourers14,1,1,NOUN
Number and Operations,lamp,1,1,NOUN
Number and Operations,language,1,1,NOUN
Number and Operations,lap,4,1,NOUN
Number and Operations,laptop,3,2,NOUN
Number and Operations,laptop10,1,1,NOUN
Number and Operations,large,15,6,ADJ
Number and Operations,last,16,4,"ADJ, VERB"
Number and Operations,league,1,1,NOUN
Number and Operations,leak,1,1,NOUN
Number and Operations,least,8,5,"ADJ, ADV"
Number and Operations,leave,13,3,"NOUN, VERB"
Number and Operations,lemon,2,1,NOUN
Number and Operations,length,27,5,"ADJ, NOUN"
Number and Operations,less,13,5,ADJ
Number and Operations,light,4,2,"ADJ, NOUN"
Number and Operations,limit,1,1,NOUN
Number and Operations,line,3,2,NOUN
Number and Operations,list,10,3,NOUN
Number and Operations,litre,14,2,NOUN
Number and Operations,living,3,2,NOUN
Number and Operations,load,1,1,NOUN
Number and Operations,loaf,2,1,NOUN
Number and Operations,loan,4,3,NOUN
Number and Operations,lock,1,1,NOUN
Number and Operations,long,6,3,"ADJ, ADV"
Number and Operations,lorry,1,1,NOUN
Number and Operations,lose,4,2,VERB
Number and Operations,loss,1,1,NOUN
Number and Operations,low,32,5,ADJ
Number and Operations,lower,12,2,ADV
Number and Operations,lunch,1,1,NOUN
Number and Operations,m,10,2,"NOUN, VERB"
Number and Operations,m.,4,2,NOUN
Number and Operations,m2,2,1,NOUN
Number and Operations,machine,7,3,NOUN
Number and Operations,magazine,1,1,NOUN
Number and Operations,main,9,2,"ADJ, NOUN"
Number and Operations,make,28,7,VERB
Number and Operations,male,2,2,NOUN
Number and Operations,males.25,1,1,NOUN
Number and Operations,man,4,2,NOUN
Number and Operations,many,33,8,ADJ
Number and Operations,marathon,1,1,NOUN
Number and Operations,mark,2,1,NOUN
Number and Operations,mark?give,2,1,ADJ
Number and Operations,mass,12,3,NOUN
Number and Operations,match,2,2,"NOUN, VERB"
Number and Operations,math,2,1,NOUN
Number and Operations,mathematically,1,1,ADV
Number and Operations,maximum,7,2,ADJ
Number and Operations,meal,8,1,NOUN
Number and Operations,mean,3,3,"ADJ, VERB"
Number and Operations,measure,8,1,VERB
Number and Operations,meet,2,2,VERB
Number and Operations,menu,3,2,NOUN
Number and Operations,method,6,2,NOUN
Number and Operations,metre,17,2,NOUN
Number and Operations,microwave,5,1,NOUN
Number and Operations,mile,3,1,NOUN
Number and Operations,milk,1,1,NOUN
Number and Operations,millimetre,1,1,NOUN
Number and Operations,minimum,4,2,ADJ
Number and Operations,minute,17,4,"NOUN, VERB"
Number and Operations,minutesto,2,1,NOUN
Number and Operations,mistake,2,1,NOUN
Number and Operations,mix,1,1,VERB
Number and Operations,mixed,8,1,ADJ
Number and Operations,mixture,2,1,NOUN
Number and Operations,ml,2,1,NOUN
Number and Operations,ml.24,2,1,PROPN
Number and Operations,mm,7,1,"NOUN, PROPN"
Number and Operations,model,1,1,NOUN
Number and Operations,money,26,6,NOUN
Number and Operations,month,10,4,NOUN
Number and Operations,monthly,3,2,ADJ
Number and Operations,more,21,7,"ADJ, ADV"
Number and Operations,more?show,1,1,NOUN
Number and Operations,most,4,1,ADJ
Number and Operations,much,25,5,"ADJ, ADV"
Number and Operations,multiple,31,2,NOUN
Number and Operations,multiply,5,3,VERB
Number and Operations,museum,2,1,NOUN
Number and Operations,music,1,1,NOUN
Number and Operations,musical,1,1,ADJ
Number and Operations,naan,1,1,PROPN
Number and Operations,name,4,2,NOUN
Number and Operations,near,40,4,ADJ
Number and Operations,necessary,1,1,ADJ
Number and Operations,need,13,5,VERB
Number and Operations,negative,2,1,ADJ
Number and Operations,new,5,1,ADJ
Number and Operations,newborn,2,1,ADJ
Number and Operations,newton,1,1,NOUN
Number and Operations,next,22,6,"ADJ, ADV"
Number and Operations,no,1,1,NOUN
Number and Operations,nominate,1,1,VERB
Number and Operations,normal,4,1,ADJ
Number and Operations,notation,3,1,NOUN
Number and Operations,notice,1,1,NOUN
Number and Operations,now,2,2,ADV
Number and Operations,number,159,10,NOUN
Number and Operations,number?you,1,1,NOUN
Number and Operations,numerator,2,1,NOUN
Number and Operations,nut,2,1,NOUN
Number and Operations,nutritional,1,1,ADJ
Number and Operations,o,2,1,NOUN
Number and Operations,ocean,1,1,NOUN
Number and Operations,octagon,1,1,NOUN
Number and Operations,odd,9,3,ADJ
Number and Operations,ofchocolate,2,1,ADJ
Number and Operations,offer,2,2,NOUN
Number and Operations,office,1,1,NOUN
Number and Operations,offruit,2,1,PROPN
Number and Operations,oflemon,2,1,NOUN
Number and Operations,oil,2,2,NOUN
Number and Operations,old,2,1,ADJ
Number and Operations,once,2,2,ADV
Number and Operations,one,2,1,NOUN
Number and Operations,only,7,4,ADV
Number and Operations,only.40,2,1,ADJ
Number and Operations,operate,1,1,VERB
Number and Operations,option,3,1,NOUN
Number and Operations,order,21,5,"NOUN, VERB"
Number and Operations,ordinary,14,2,ADJ
Number and Operations,original,1,1,ADJ
Number and Operations,other,4,3,ADJ
Number and Operations,otherwise,2,1,ADV
Number and Operations,oven,2,1,NOUN
Number and Operations,overall,1,1,ADJ
Number and Operations,overestimate,1,1,NOUN
Number and Operations,overestimate?give,1,1,NOUN
Number and Operations,p,1,1,NOUN
Number and Operations,pack,12,4,"NOUN, VERB"
Number and Operations,packet,11,2,NOUN
Number and Operations,paint,3,2,"NOUN, VERB"
Number and Operations,painting,4,1,NOUN
Number and Operations,pair,8,2,NOUN
Number and Operations,paper,3,2,NOUN
Number and Operations,paper?you,1,1,NOUN
Number and Operations,park,2,1,NOUN
Number and Operations,park?you,2,1,NOUN
Number and Operations,part,18,6,NOUN
Number and Operations,particular,1,1,ADJ
Number and Operations,party,2,1,NOUN
Number and Operations,passenger,1,1,NOUN
Number and Operations,patient,2,1,NOUN
Number and Operations,patio,1,1,NOUN
Number and Operations,patio?you,1,1,NOUN
Number and Operations,pave,2,1,VERB
Number and Operations,paving,1,1,NOUN
Number and Operations,pay,40,5,"NOUN, VERB"
Number and Operations,payment,2,1,NOUN
Number and Operations,pen,2,1,NOUN
Number and Operations,pencil,2,1,NOUN
Number and Operations,penny,2,1,NOUN
Number and Operations,pentagon,1,1,PROPN
Number and Operations,people,9,5,NOUN
Number and Operations,percentage,39,4,NOUN
Number and Operations,perimeter,3,2,NOUN
Number and Operations,perpendicular,1,1,NOUN
Number and Operations,person,3,2,NOUN
Number and Operations,petrol,1,1,NOUN
Number and Operations,pick,10,1,VERB
Number and Operations,piece,1,1,NOUN
Number and Operations,pipe,6,1,NOUN
Number and Operations,pizza,1,1,NOUN
Number and Operations,place,28,4,NOUN
Number and Operations,placesstart,2,1,VERB
Number and Operations,plan,1,1,VERB
Number and Operations,plane,1,1,NOUN
Number and Operations,planet,2,1,NOUN
Number and Operations,plant,9,3,"NOUN, VERB"
Number and Operations,play,7,4,VERB
Number and Operations,plumber,2,1,NOUN
Number and Operations,poppy,2,1,ADJ
Number and Operations,population,9,2,NOUN
Number and Operations,portion,2,1,NOUN
Number and Operations,possible,32,6,ADJ
Number and Operations,potato,1,1,NOUN
Number and Operations,pound,3,2,NOUN
Number and Operations,power,19,2,NOUN
Number and Operations,predict,3,1,VERB
Number and Operations,present,3,1,"ADJ, VERB"
Number and Operations,pressure,3,2,NOUN
Number and Operations,previous,1,1,ADJ
Number and Operations,price,18,3,NOUN
Number and Operations,price?You,1,1,NOUN
Number and Operations,prime,36,3,ADJ
Number and Operations,printer,1,1,NOUN
Number and Operations,prize,4,2,NOUN
Number and Operations,problem,1,1,NOUN
Number and Operations,produce,2,2,VERB
Number and Operations,product,32,1,NOUN
Number and Operations,profit,23,3,NOUN
Number and Operations,program,1,1,NOUN
Number and Operations,property,2,1,NOUN
Number and Operations,proportion,1,1,NOUN
Number and Operations,protein,1,1,NOUN
Number and Operations,prove,8,1,VERB
Number and Operations,pumpkin,2,1,NOUN
Number and Operations,put,7,4,VERB
Number and Operations,puzzle,2,1,NOUN
Number and Operations,quarter,1,1,NOUN
Number and Operations,question,2,1,NOUN
Number and Operations,r,3,1,"NOUN, PROPN"
Number and Operations,r%,1,1,NOUN
Number and Operations,r.,1,1,NOUN
Number and Operations,race,3,1,NOUN
Number and Operations,radius,2,1,NOUN
Number and Operations,railticket,1,1,NOUN
Number and Operations,railway,1,1,NOUN
Number and Operations,rainwater,1,1,NOUN
Number and Operations,random,1,1,ADJ
Number and Operations,range,2,2,NOUN
Number and Operations,rate,16,2,NOUN
Number and Operations,ratio,8,4,NOUN
Number and Operations,rationalise,15,1,"NOUN, VERB"
Number and Operations,reach,4,2,VERB
Number and Operations,reason,15,3,NOUN
Number and Operations,reasonable,2,1,ADJ
Number and Operations,reasoning,5,3,NOUN
Number and Operations,receive,1,1,VERB
Number and Operations,reciprocal,4,4,NOUN
Number and Operations,record,3,1,VERB
Number and Operations,rectangle,9,4,NOUN
Number and Operations,rectangular,2,1,ADJ
Number and Operations,recur,23,1,VERB
Number and Operations,red,1,1,ADJ
Number and Operations,redelivery,2,1,NOUN
Number and Operations,reduce,6,1,VERB
Number and Operations,reduction,1,1,NOUN
Number and Operations,regular,2,1,ADJ
Number and Operations,remove,1,1,VERB
Number and Operations,rent,2,2,NOUN
Number and Operations,repair,2,1,NOUN
Number and Operations,repay,1,1,VERB
Number and Operations,repayment,2,1,NOUN
Number and Operations,repeat,6,1,VERB
Number and Operations,repetition,1,1,NOUN
Number and Operations,represent,1,1,VERB
Number and Operations,require,2,1,VERB
Number and Operations,research,2,1,VERB
Number and Operations,rest,6,2,NOUN
Number and Operations,restaurant,2,2,NOUN
Number and Operations,result,5,2,NOUN
Number and Operations,return,2,1,"NOUN, VERB"
Number and Operations,ribbon,3,2,NOUN
Number and Operations,rice,1,1,NOUN
Number and Operations,right,2,1,"ADJ, ADV"
Number and Operations,right?you,3,2,"ADJ, NOUN"
Number and Operations,rise,2,2,VERB
Number and Operations,road,1,1,NOUN
Number and Operations,rod,2,1,NOUN
Number and Operations,roll,4,2,NOUN
Number and Operations,root,3,2,NOUN
Number and Operations,rose,1,1,ADJ
Number and Operations,round,5,1,VERB
Number and Operations,rounded,1,1,ADJ
Number and Operations,route,1,1,NOUN
Number and Operations,rule,2,1,NOUN
Number and Operations,run,2,2,VERB
Number and Operations,runner,1,1,NOUN
Number and Operations,sack,1,1,NOUN
Number and Operations,safe,2,1,ADJ
Number and Operations,safely,1,1,ADV
Number and Operations,safety,2,1,NOUN
Number and Operations,sail,1,1,VERB
Number and Operations,sailing,1,1,NOUN
Number and Operations,salad,1,1,NOUN
Number and Operations,salary,1,1,NOUN
Number and Operations,sale,9,2,NOUN
Number and Operations,salt,3,1,NOUN
