English Text Problem,Section Merged,Section,Topic
"A ship sails from  to  and then from  to .
 is 12 miles from , on a bearing of 080° is 28 miles from , on a bearing of 155°

Work out the direct distance from  to .",Geometry and Measures,10-mensuration,sine-cosine-rule-and-area-of-triangles
"A, B, C and D are points on the circumference of a circle, centre O.

Angle CAD = 28° and CD = 6.4cm.BD is a diameter of the circle.
Calculate the area of the circle.
...................... cm2",Geometry and Measures,10-mensuration,right-angled-triangles---pythagoras-and-trigonometry
"Pablo made a solid gold statue.He melted down some gold blocks and used the gold to make the statue.Each block of gold was a cuboid, as shown below.


The mass of the statue is The density of gold is Work out the least number of gold blocks Pablo melted down in order to make the statue.Show your working clearly.",Geometry and Measures,10-mensuration,volume-and-surface-area
Measure the bearing of  from .,Geometry and Measures,10-mensuration,bearings-scale-drawing-constructions-and-loci
"Here is a diagram of Jim's garden.
Jim wants to cover his garden with grass seed to make a lawn.
Grass seed is sold in bags.There is enough grass seed in each bag to cover 20 m2 of garden.
Each bag of grass seed costs £4.99
Work out the least cost of putting grass seed on Jim's garden.",Geometry and Measures,10-mensuration,area-and-perimeter
"The diagram shows a prism.

Work out the volume of the prism.",Geometry and Measures,10-mensuration,volume-and-surface-area
Show that the value of       is an integer.,Geometry and Measures,10-mensuration,right-angled-triangles---pythagoras-and-trigonometry
"is an isosceles triangle.

Work out the area of the triangle.Give your answer correct to 3 significant figures.",Geometry and Measures,10-mensuration,right-angled-triangles---pythagoras-and-trigonometry
"The ratio 50 grams to 1 kilogram can be written in the form 1 : n.
Find the value of n.
n = .....................................................",Geometry and Measures,10-mensuration,standard-and-compound-units
"Anna and Lionel share  in the ratio Lionel gives  of his share of the money to his mother.How much money does Lionel give to his mother?
$...........................................   [3]","Ratio, Proportion, and Rates of Change",3-ratio-proportion-and-rates-of-change,ratio-problem-solving
"is inversely proportional to .
Complete the table.




12
6
 



 
4
8



","Ratio, Proportion, and Rates of Change",3-ratio-proportion-and-rates-of-change,direct-and-inverse-proportion
"is a right-angled triangle.


Calculate the length of .Give your answer correct to 2 decimal places.",Geometry and Measures,10-mensuration,right-angled-triangles---pythagoras-and-trigonometry
"
Calculate the length of .Give your answer correct to 3 significant figures.",Geometry and Measures,10-mensuration,sine-cosine-rule-and-area-of-triangles
"
Calculate the length of .Give your answer correct to 3 significant figures.",Geometry and Measures,10-mensuration,right-angled-triangles---pythagoras-and-trigonometry
"The fares for a train journey are shown in the table below. 


From London to Marseille
Standard fare
Premier fare


Adult
$84
$140


Child
$60
$96


 For one journey from London to Marseille, the ratio
number of adults : number of children = 11 : 2. 
There were 220 adults in total on this journey.All of the children and 70% of the adults paid the standard fare. The remaining adults paid the premier fare. Calculate the total of the fares paid by the adults and the children. 
$ .............................................. 
","Ratio, Proportion, and Rates of Change",3-ratio-proportion-and-rates-of-change,ratio-problem-solving
"
 and  are points on the circumference of a circle, centre . is a diameter of the circle.

Explain why angle  is ",Geometry and Measures,10-mensuration,right-angled-triangles---pythagoras-and-trigonometry
"
is a triangle. is a point on .Angle = 45°Angle = 80° = 7.4cm = 5.8 cm
Work out the length of .Give your answer correct to 3 significant figures.",Geometry and Measures,10-mensuration,sine-cosine-rule-and-area-of-triangles
"
Use ruler and compasses to construct the perpendicular bisector of the line segment .You must show all your construction lines.",Geometry and Measures,10-mensuration,bearings-scale-drawing-constructions-and-loci
"This rectangular frame is made from 5 straight pieces of metal.

The weight of the metal is 1.5 kg per metre.
Work out the total weight of the metal in the frame.",Geometry and Measures,10-mensuration,area-and-perimeter
"If Lyn did not drive along the same roads as Gary, explain how this could affect your answer to part (a).",Geometry and Measures,10-mensuration,standard-and-compound-units
"Martin and Janet are in an orienteering race.
Martin runs from checkpoint  to checkpoint , on a bearing of .Janet is going to run from checkpoint  to checkpoint .
Work out the bearing of  from .",Geometry and Measures,10-mensuration,bearings-scale-drawing-constructions-and-loci
"Here are the ingredients needed to make 16 gingerbread men.




Ingredientsto make 16 gingerbread men
180 g   flour      40 g  ginger    110 g  butter     30 g  sugar





Hamish wants to make 24 gingerbread men.
Work out how much of each of the ingredients he needs.","Ratio, Proportion, and Rates of Change",3-ratio-proportion-and-rates-of-change,ratio-toolkit
"If you did not know that angle is an acute angle, what effect would this have on your calculation of the area of triangle ?",Geometry and Measures,10-mensuration,sine-cosine-rule-and-area-of-triangles
"In May 2019, the distance between Earth and Mars was 3.9 x 107 km.
In May 2019, a signal was sent from Earth to Mars.Assuming that the signal sent from Earth to Mars travelled at a speed of 3 x 105 km per second,
how long did the signal take to get to Mars?
........................................seconds",Geometry and Measures,10-mensuration,standard-and-compound-units
"The speed of the signal sent from Earth to Mars in May 2019 was actually less than 3 x 105 km per second.
How will this affect your answer to part (a)?",Geometry and Measures,10-mensuration,standard-and-compound-units
"The density of ethanol is 1.09 g/cm3The density of propylene is 0.97 g/cm3
60 litres of ethanol are mixed with 128 litres of propylene to make 188 litres of antifreeze.
Work out the density of the antifreeze.Give your answer correct to 2 decimal places.
.......................................g/cm3",Geometry and Measures,10-mensuration,standard-and-compound-units
"Write the scale of the map in the form 
1 : .......................... ",Geometry and Measures,10-mensuration,bearings-scale-drawing-constructions-and-loci
"Karen is advised to buy 10% more tiles than she estimated.Buying 10% more tiles will affect the number of the tiles Karen needs to buy.
She assumes she will need to buy 10% more packs of tiles.
Is Karen's assumption correct?You must show your working.",Geometry and Measures,10-mensuration,area-and-perimeter
"



Jeremy has to cover 3 tanks completely with paint.
Each tank is in the shape of a cylinder with a top and a bottom.The tank has a diameter of 1.6 m and a height of 1.8 m.
Jeremy has 7 tins of paint.Each tin of paint covers 5 m2
Has Jeremy got enough paint to cover completely the 3 tanks?You must show how you get your answer.




",Geometry and Measures,10-mensuration,volume-and-surface-area
"The diagram shows a plan of Brian's lawn.

The edge of the lawn consists of two semicircles and two straight lines.Each semicircle has centre .The diameters of the semicircles are 9 m and 5 m.
Brian is going to put lawn edging around the edge of the lawn.Lawn edging is sold in 2.4 metre rolls.
Brian has £35




Lawn edging
£3.99 per rollor3 rolls for £10





Has Brian got enough money to buy all the rolls of lawn edging he needs?You must show all your working.",Geometry and Measures,10-mensuration,circles-arcs-and-sectors
" is a right angled triangle.

All measurements are given in centimetres. is the point on  such that 

Work out the exact area, in cm2, of the shaded region.",Geometry and Measures,10-mensuration,area-and-perimeter
